"lang"
{ 
	"Language" "English" 
		"DOTA_Tooltip_ability_boss_trickster_dragon_ethereal_duplicate_outgoing_damage"						"%DAMAGE DEALT"
		
		"DOTA_Tooltip_ability_boss_axe_battle_hunger"                                                       "Battle Hunger"
		"DOTA_Tooltip_ability_boss_axe_battle_hunger_abilitycastrange"                                      "CAST RANGE:"
		"DOTA_Tooltip_ability_boss_axe_battle_hunger_armor_multiplier"                                      "ARMOR MULTIPLIER:"
		"DOTA_Tooltip_ability_boss_axe_battle_hunger_damage_per_second"                                     "DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_boss_axe_battle_hunger_Description"                                           "Enrages an enemy unit, causing it to be slowed, lose armor and take damage over time until it the duration ends. The damage is increased by a factor of the Crimson Reaver's armor. Crimson Reaver gains movement speed and armor for each unit affected."
		"DOTA_Tooltip_ability_boss_axe_battle_hunger_duration"                                              "DURATION:"
		"DOTA_Tooltip_ability_boss_axe_battle_hunger_Lore"                                                  "Ordinary heroes cannot withstand Mogul Khan's rage for battle, such that it injures them until it is satisfied."
		"DOTA_Tooltip_ability_boss_axe_battle_hunger_Note0"                                                 "Destroying buildings will also remove the debuff."
		"DOTA_Tooltip_ability_boss_axe_battle_hunger_scepter_armor_change"                                  "ARMOR CHANGE:"
		"DOTA_Tooltip_ability_boss_axe_battle_hunger_scepter_description"                                   "Battle Hunger also reduces enemy armor and grants boss_axe armor per affected target."
		"DOTA_Tooltip_ability_boss_axe_battle_hunger_speed_bonus"                                           "%MOVEMENT SLOW:"
		"DOTA_Tooltip_modifier_boss_axe_battle_hunger"                                                      "Battle Hunger - Debuff"
		"DOTA_Tooltip_modifier_boss_axe_battle_hunger_Description"                                          "Taking damage, losing armor, slowed."
		"DOTA_Tooltip_modifier_boss_axe_battle_hunger_handler"                                              "Battle Hunger - Buff"
		"DOTA_Tooltip_modifier_boss_axe_battle_hunger_handler_Description"                                  "Gaining armor and movement speed per stack."


		"DOTA_Tooltip_ability_boss_infernal_duelist_coup_de_grace"											"Coup de Grace"
		"DOTA_Tooltip_ability_boss_infernal_duelist_coup_de_grace_Description"								"Phantom Assassin refines her combat abilities, acquiring a chance of gaining Deadly Focus with each attack. When attacking with Deadly Focus, Phantom Assassin will consume the buff and guarantee a critical hit. Stifling Dagger has a bonus chance to cause Deadly Focus."
		"DOTA_Tooltip_ability_boss_infernal_duelist_coup_de_grace_Lore"										"A divine strike, Mortred honors her opponent by choosing them for death."
		"DOTA_Tooltip_ability_boss_infernal_duelist_coup_de_grace_crit_chance"								"%CHANCE OF DEADLY FOCUS:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_coup_de_grace_crit_bonus"									"%CRITICAL DAMAGE:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_coup_de_grace_duration"									"DEADLY FOCUS DURATION:"


		"DOTA_Tooltip_ability_boss_infernal_duelist_overwhelming_odds"										"Overwhelming Odds"
		"DOTA_Tooltip_ability_boss_infernal_duelist_overwhelming_odds_Description"							"Turns the enemies' numbers against them, dealing damage per unit or per hero and granting you bonus attack speed . Deals bonus damage to illusions and summoned units as a percent of their current health. Can be cast during Duel."
		"DOTA_Tooltip_ability_boss_infernal_duelist_overwhelming_odds_Lore"									"The archers of Stonehall are ready at Tresdin's command."
		"DOTA_Tooltip_ability_boss_infernal_duelist_overwhelming_odds_radius"								"RADIUS:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_overwhelming_odds_damage"								"BASE DAMAGE:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_overwhelming_odds_damage_per_unit" 						"DAMAGE PER CREEP:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_overwhelming_odds_damage_per_hero" 						"DAMAGE PER HERO:"		
		"DOTA_Tooltip_ability_boss_infernal_duelist_overwhelming_odds_illusion_dmg_pct"						"%ILLUSION DAMAGE:"		
		"DOTA_Tooltip_ability_boss_infernal_duelist_overwhelming_odds_bonus_attack_speed"					"BONUS ATTACK SPEED:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_overwhelming_odds_duration"								"SPEED DURATION:"

		"DOTA_Tooltip_ability_boss_infernal_duelist_moment_of_courage"										"Moment of Courage"
		"DOTA_Tooltip_ability_boss_infernal_duelist_moment_of_courage_Description"							"When attacked, Legion Commander has a chance to immediately counterattack with bonus lifesteal."
		"DOTA_Tooltip_ability_boss_infernal_duelist_moment_of_courage_Lore"									"Tresdin knows that an enemy's most vulnerable moment often follows their fiercest stroke."
		"DOTA_Tooltip_ability_boss_infernal_duelist_moment_of_courage_trigger_chance"  						"%CHANCE TO COUNTERATTACK:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_moment_of_courage_hp_leech_percent" 					"%LIFESTEAL:"
		
		"DOTA_Tooltip_ability_boss_infernal_duelist_duel"													"Duel"
		"DOTA_Tooltip_ability_boss_infernal_duelist_duel_Description"										"Legion Commander and the target enemy hero are forced to attack each other for a short duration.  Neither hero can use items or abilities, with the exception of Legion Commander being able to cast Overwhelming Odds. If either hero dies during the duration, the hero winning the Duel gains permanent bonus damage."
		"DOTA_Tooltip_ability_boss_infernal_duelist_duel_duration"											"DURATION:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_duel_abilitycastrange"									"CAST RANGE:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_duel_reward_damage"										"BONUS DAMAGE:"
		
		"DOTA_Tooltip_ability_boss_infernal_duelist_spear"													"Infernal Spear"
		"DOTA_Tooltip_ability_boss_infernal_duelist_spear_Description"										"The Infernal Duelist throws her legendary Spear with deadly precision, damaging each enemy unit it strikes. The first enemy hero it hits is skewered on the spear, pushing it back. If a skewered hero hits a tree, building, or cliff, they will be impaled to it and stunned."
		"DOTA_Tooltip_ability_boss_infernal_duelist_spear_spear_range"										"CAST RANGE:"
 		"DOTA_Tooltip_ability_boss_infernal_duelist_spear_stun_duration"									"STUN DURATION:"
  		"DOTA_Tooltip_ability_boss_infernal_duelist_spear_damage"											"DAMAGE:"

 		"DOTA_Tooltip_ability_boss_infernal_duelist_gods_rebuke"											"God's Rebuke"
		"DOTA_Tooltip_ability_boss_infernal_duelist_gods_rebuke_Description"								"The Infernal Duelist smashes enemies in front of him with his shield, knocking them back and damaging them with a critical hit based on his attack. Bonus damage is added when hitting heroes. Has True Strike."
		"DOTA_Tooltip_ability_boss_infernal_duelist_gods_rebuke_Lore"										"There isn't a warrior alive who can stand unmoved by the sting of boss_infernal_duelist' rebuke."
		"DOTA_Tooltip_ability_boss_infernal_duelist_gods_rebuke_Note0"										"Attack modifiers have a chance to proc on God's Rebuke attacks."
		"DOTA_Tooltip_ability_boss_infernal_duelist_gods_rebuke_radius"										"DISTANCE:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_gods_rebuke_knockback_slow"								"%KNOCKBACK SLOW:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_gods_rebuke_knockback_slow_duration"					"KNOCKBACK SLOW DURATION:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_gods_rebuke_crit_mult"									"%CRITICAL DAMAGE:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_gods_rebuke_bonus_damage_vs_heroes"						"BONUS DAMAGE VS HEROES:"
		
		"DOTA_Tooltip_ability_boss_infernal_duelist_arena_of_blood"											"Arena Of Blood"
		"DOTA_Tooltip_ability_boss_infernal_duelist_arena_of_blood_Description"								"After a short formation time, the Infernal Duelist summons an arena lined with the undead warriors of the Ash Legion, who block enemy attacks and movement. Enemy heroes near the inside edge of the arena will be attacked by spears, dealing damage and knocking them back." 
		"DOTA_Tooltip_ability_boss_infernal_duelist_arena_of_blood_Lore"									"The long-dead members of the Ash Legion, assembled from the finest warriors to ever test the might of boss_infernal_duelist, still revel in the thrill of combat, gladly beholden to the hand that fell them for as long as he so commands."
		"DOTA_Tooltip_ability_boss_infernal_duelist_arena_of_blood_duration"								"DURATION:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_arena_of_blood_radius"									"RADIUS:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_arena_of_blood_spear_damage"							"SPEAR DAMAGE:"
		"DOTA_Tooltip_ability_boss_infernal_duelist_arena_of_blood_formation_time"							"FORMATION TIME:"
		
		"DOTA_Tooltip_ability_minion_fallen_angel_mystic_flare"												"Mystic Flare"
		"DOTA_Tooltip_ability_minion_fallen_angel_mystic_flare_Description"									"Skywrath Mage uses his ultimate magical ability to conjure a precise and violent mystical field that lays waste to his adversaries. Deals massive damage distributed evenly among any Heroes in the area over %duration% seconds."
		"DOTA_Tooltip_ability_minion_fallen_angel_mystic_flare_Lore"										"Only the most practiced of Skywrath sorcerers could hope to shape the skies into such a storm."
		"DOTA_Tooltip_ability_minion_fallen_angel_mystic_flare_radius"										"RADIUS:"
		"DOTA_Tooltip_ability_minion_fallen_angel_mystic_flare_duration"									"DURATION:"
		"DOTA_Tooltip_ability_minion_fallen_angel_mystic_flare_damage"										"DAMAGE:"

		"DOTA_Tooltip_ability_boss_axe_berserkers_call"                                                     "Berserker's Call"
		"DOTA_Tooltip_ability_boss_axe_berserkers_call_bonus_armor"                                         "BONUS ARMOR:"
		"DOTA_Tooltip_ability_boss_axe_berserkers_call_Description"                                         "The Crimson Reaver shouts a crippling roar, affecting all units with Battle Hunger for a shorter duration."
		"DOTA_Tooltip_ability_boss_axe_berserkers_call_duration"                                            "DURATION:"
		"DOTA_Tooltip_ability_boss_axe_berserkers_call_Lore"                                                "Mogul Khan's warcry taunts opponents into engaging in an unconquerable battle with the boss_axe."
		"DOTA_Tooltip_ability_boss_axe_berserkers_call_radius"                                              "RADIUS:"
		"DOTA_Tooltip_ability_boss_axe_berserkers_call_scepter_cooldown_reduction"                          "COOLDOWN REDUCTION:"
		"DOTA_Tooltip_ability_boss_axe_berserkers_call_scepter_description"                                 "Berserker's Call applies Battle Hunger to affected units. Reduces Berserker's Call cooldown."


		"DOTA_Tooltip_ability_boss_axe_counter_helix"                                                       "Counter Helix"
		"DOTA_Tooltip_ability_boss_axe_counter_helix_damage"                                                "DAMAGE:"
		"DOTA_Tooltip_ability_boss_axe_counter_helix_Description"                                           "After a set number of attacks, Crimson Reaver will perform a helix counter attack, dealing pure damage to all nearby enemies.\nIllusions and creeps count for less."
		"DOTA_Tooltip_ability_boss_axe_counter_helix_Lore"                                                  "boss_axe is the only reinforcement this army needs."
		"DOTA_Tooltip_ability_boss_axe_counter_helix_Note0"                                                 "Counter Helix triggers when the attack hits."
		"DOTA_Tooltip_ability_boss_axe_counter_helix_radius"                                                "RADIUS:"
		"DOTA_Tooltip_ability_boss_axe_counter_helix_shard_damage_reduction"                                "%ATTACK REDUCTION:"
